the_geom,OBJECTID,PLACENAME,PLACETYPE,ADDRESS,CITY,ZIP,SOURCE,UNIQUEID,SYMBOLOGYQUERY,LATITUDE,LONGITUDE,LASTUPDATE,EDITOR,NOTES,EditingNotes,ID_NCES,CD_CODE,CDS_CODE,DISTRICT_NAME,DISTRICT_TYPE,DISTRICT_NAME_SHORT,GEOID10
POINT (-122.116484498282 37.395757775247),50,Bullis Charter,Public School,102 West Portola Avenue,Los Altos,94022,School Website 2014/CA_DEPT_EDU,43104390106534,,37.39575284,-122.11647137,08/26/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  County Office of Education (COE),Both,,4310439,43104396069371,Santa Clara County Office of Education,County Office of Education (COE),Santa Clara County Office of Education,
POINT (-122.083857920966 37.403768167086),328,Stevenson Elementary,Public School,750B San Pierre Way,Mountain View,94043,School Website 2014/CA_DEPT_EDU,43695916049464,,37.403763230000003,-122.08384479999999,10/03/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369591,43695916049514,Mountain View Whisman,Elementary School District,Mtn. View Whisman,0626280
POINT (-122.027545538957 37.32719618995),392,Cupertino Union School District,Public School,10301 Vista Drive,Cupertino,95014,School Website 2014/CA_DEPT_EDU,43694190000000,,37.327191259999999,-122.02753242999999,10/07/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369419,43694196067185,Cupertino Union,Elementary School District,Cupertino Union,0610290
POINT (-121.900014286781 37.383686840211),135,Santa Clara County Juvenile Hall,Public School,"1290 Ridder Park Drive, MC213",San Jose,95131,School Website 2014/CA_DEPT_EDU,43104394330254,,37.383681889999998,-121.90000119,09/08/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  County Office of Education (COE),Both,,4310439,43104396069371,Santa Clara County Office of Education,County Office of Education (COE),Santa Clara County Office of Education,
POINT (-121.604844649509 37.024956539645),290,Luigi Aprea Elementary,Public School,9225 Calle del Rey,Gilroy,95020,School Website 2014/CA_DEPT_EDU,43694846047286,,37.024951600000001,-121.60483164,09/30/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369484,43694846116461,Gilroy Unified,Unified School District,Gilroy Unified,0615180
POINT (-121.831309616483 37.286070901622),280,Los Arboles Literacy and Technology Academy,Public School,455 Los Arboles Avenue,San Jose,95111,School Website 2014/CA_DEPT_EDU,43694506047237,,37.286065960000002,-121.83129655,09/30/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369450,43694506115943,Franklin-McKinley Elementary,Elementary School District,Franklin-McKinley Elem.,0614370
POINT (-121.9140944821 37.334170589126),161,Downtown College Preparatory,Public School,1460 The Alameda,San Jose,95126,School Website 2014/CA_DEPT_EDU,43696664330585,,37.334165650000003,-121.91408139000001,09/09/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369666,43696666121073,San Jose Unified,Unified School District,San Jose Unified,0634590
POINT (-121.815184553363 37.370381236117),234,Joseph George Middle,Public School,277 Mahoney Drive,San Jose,95127,School Website 2014/CA_DEPT_EDU,43693696068910,,37.370376280000002,-121.81517148,09/15/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369369,43693696089270,Alum Rock Union Elementary,Elementary School District,Alum Rock Union Elem.,0602310
POINT (-122.08225713395 37.342561556187),314,Montclaire Elementary,Public School,1160 Street Joseph Avenue,Los Altos,94024-6755,School Website 2014/CA_DEPT_EDU,43694196046981,,37.342556620000003,-122.08224402,10/02/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369419,43694196067185,Cupertino Union,Elementary School District,Cupertino Union,0610290
POINT (-121.823739971974 37.233321555422),215,Oak Grove Elementary,Public School,511 Cozy Drive,San Jose,95123,School Website 2014/CA_DEPT_EDU,43696256048144,,37.233316610000003,-121.82372691,09/12/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369625,43696256117014,Oak Grove Elementary,Elementary School District,Oak Grove Elem.,0627810
POINT (-121.972115490832 37.302989160908),154,Discovery Charter,Public School,4021 Teale Avenue,San Jose,95117,School Website 2014/CA_DEPT_EDU,43104390111880,,37.302984219999999,-121.9721024,09/08/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  County Office of Education (COE),Both,,4310439,43104396069371,Santa Clara County Office of Education,County Office of Education (COE),Santa Clara County Office of Education,
POINT (-122.001913487833 37.342738495931),260,Laurelwood Elementary,Public School,955 Teal Drive,Santa Clara,95051,School Website 2014/CA_DEPT_EDU,43696746048904,,37.342733559999999,-122.00190038,09/29/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369674,43696746048805,Santa Clara Unified,Unified School District,Santa Clara Unified,0635430
POINT (-121.900014286781 37.383686840211),133,County Community,Public School,"1290 Ridder Park Drive, MC213",San Jose,95131,School Website 2014/CA_DEPT_EDU,43104394330320,,37.383681889999998,-121.90000119,09/08/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  County Office of Education (COE),Both,,4310439,43104396069371,Santa Clara County Office of Education,County Office of Education (COE),Santa Clara County Office of Education,
POINT (-122.133541737049 37.400860187853),227,Henry M. Gunn High,Public School,780 Arastradero Road,Palo Alto,94306,School Website 2014/CA_DEPT_EDU,43696414332904,,37.400855249999999,-122.13352861,09/15/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369641,43696416118707,Palo Alto Unified,Unified School District,Palo Alto Unified,0629610
POINT (-121.983206317488 37.345678076496),412,Santa Clara High,Public School,3000 Benton Street,Santa Clara,95051,School Website 2014/CA_DEPT_EDU,43696744330122,,37.345673140000002,-121.98319322,10/07/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369674,43696746048805,Santa Clara Unified,Unified School District,Santa Clara Unified,0635430
POINT (-121.925855659971 37.273578702541),188,Price Charter Middle School,Public School,2650 New Jersey Ave,San Jose,95124,School Website 2014/CA_DEPT_EDU,43693856046486,,37.273573769999999,-121.92584257999999,09/11/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369385,43693856116743,Cambrian,Elementary School District,Cambrian,0607140
POINT (-121.970937495205 37.357803521582),73,Juan Cabrillo Middle,Public School,2550 Cabrillo Avenue,Santa Clara,95051,School Website 2014/CA_DEPT_EDU,43696746048854,,37.357798580000001,-121.97092438999999,08/27/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369674,43696746048805,Santa Clara Unified,Unified School District,Santa Clara Unified,0635430
POINT (-122.029718808166 37.266198826411),418,Saratoga High,Public School,20300 Herriman Avenue,Saratoga,95070,School Website 2014/CA_DEPT_EDU,43695344337762,,37.266193899999998,-122.02970571,10/08/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  High School District,Both,,4369534,43695344337762,Los Gatos-Saratoga Joint Union High,High School District,Los Gatos-Saratoga Jt. Union High,0622800
POINT (-121.631882262127 37.12322436501),58,Barrett Elementary,Public School,895 Barrett Avenue,Morgan Hill,95037,School Website 2014/CA_DEPT_EDU,43695836118376,,37.123219419999998,-121.63186924,08/26/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369583,43695836118541,Morgan Hill Unified,Unified School District,Morgan Hill Unified,0625830
POINT (-121.880215194333 37.228353240069),278,Los Alamitos Elementary,Public School,6130 Silberman Avenue,San Jose,95120,School Website 2014/CA_DEPT_EDU,43696666093074,,37.2283483,-121.88020212000001,09/30/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369666,43696666121073,San Jose Unified,Unified School District,San Jose Unified,0634590
POINT (-121.678542881128 37.154076163691),111,Central High (Continuation),Public School,85 Tilton Avenue,Morgan Hill,95037,School Website 2014/CA_DEPT_EDU,43695834334488,,37.154071219999999,-121.67852985,09/04/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369583,43695836118541,Morgan Hill Unified,Unified School District,Morgan Hill Unified,0625830
POINT (-122.106611542834 37.371657797493),137,Covington Elementary,Public School,205 Covington Road,Los Altos,94024,School Website 2014/CA_DEPT_EDU,43695186047401,,37.371652859999998,-122.10659842,09/08/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369518,43695186047500,Los Altos Elementary,Elementary School District,Los Altos Elem.,0622650
POINT (-121.836846498303 37.36906413251),40,Anthony P. Russo Academy,Public School,2851 Gay Avenue,San Jose,95127,School Website 2014/CA_DEPT_EDU,43693690114900,,37.369059180000001,-121.83683342,08/25/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Current,,4369369,43693696089270,Alum Rock Union Elementary,Elementary School District,Alum Rock Union Elem.,0602310
POINT (-121.811443655047 37.295889422457),369,Ramblewood Elementary,Public School,1351 Lightland Road,San Jose,95121,School Website 2014/CA_DEPT_EDU,43694500108696,,37.295884479999998,-121.81143059,10/06/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369450,43694506115943,Franklin-McKinley Elementary,Elementary School District,Franklin-McKinley Elem.,0614370
POINT (-121.8397745824 37.344472016256),122,Clyde Arbuckle Elementary,Public School,1970 Cinderella Lane,San Jose,95116,School Website 2014/CA_DEPT_EDU,43693696046130,,37.34446707,-121.83976149999999,09/05/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369369,43693696089270,Alum Rock Union Elementary,Elementary School District,Alum Rock Union Elem.,0602310
POINT (-122.134739718654 37.438413738282),149,David Starr Jordan Middle,Public School,750 North California Avenue,Palo Alto,94303,School Website 2014/CA_DEPT_EDU,43696416060065,,37.438408799999998,-122.13472658000001,09/08/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369641,43696416118707,Palo Alto Unified,Unified School District,Palo Alto Unified,0629610
POINT (-122.040420427821 37.375172488769),477,Sunnyvale School District Office,Public School,819 West Iowa Avenue,Sunnyvale,94088,School Website 2014/CA_DEPT_EDU,43696900000000,,37.37516755,-122.04040731000001,10/09/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369690,43696906117196,Sunnyvale,Elementary School District,Sunnyvale,0638460
POINT (-121.788267216478 37.216982493057),324,Muriel Wright Residential Center,Public School,298 Bernal Road,San Jose,95119,School Website 2014/CA_DEPT_EDU,43104396066427,,37.216977550000003,-121.78825415999999,10/03/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  County Office of Education (COE),Both,,4310439,43104396069371,Santa Clara County Office of Education,County Office of Education (COE),Santa Clara County Office of Education,
POINT (-121.803065090847 37.26201286456),167,Edenvale Elementary,Public School,285 Azucar Avenue,San Jose,95111,School Website 2014/CA_DEPT_EDU,43696256048128,,37.262007920000002,-121.80305203,09/10/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369625,43696256117014,Oak Grove Elementary,Elementary School District,Oak Grove Elem.,0627810
POINT (-121.955960291554 37.345355198558),409,Wilson Alternative,Public School,1840 Benton Street,Santa Clara,95050,School Website 2014/CA_DEPT_EDU,43696744330247,,37.345350259999996,-121.9559472,10/07/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369674,43696746048805,Santa Clara Unified,Unified School District,Santa Clara Unified,0635430
POINT (-121.936384968521 37.26487656769),98,Camden Community Day,Public School,2223 Camden Avenue,San Jose,95124,School Website 2014/CA_DEPT_EDU,43694014330718,,37.264871630000002,-121.93637188,09/02/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  High School District,Both,,4369401,43694014338505,Campbell Union High,High School District,Campbell Union High,0607230
POINT (-121.88330241102 37.436353169698),94,Calaveras Hills HIgh,Public School,1331 East Calaveras Boulevard,Milpitas,95035,School Website 2014/CA_DEPT_EDU,43733874331039,,37.436348209999998,-121.88328932,08/29/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4373387,43733876067219,Milpitas Unified,Unified School District,Milpitas Unified,0624500
POINT (-121.627010648942 37.134946905078),334,Nordstrom Elementary,Public School,1425 East Dunne Avenue,Morgan Hill,95037,School Website 2014/CA_DEPT_EDU,43695836047914,,37.134941959999999,-121.62699763000001,10/06/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369583,43695836118541,Morgan Hill Unified,Unified School District,Morgan Hill Unified,0625830
POINT (-121.866225969206 37.277216983555),401,Metro Education District,Public School,760 Hillsdale Avenue,San Jose,95123,School Website 2014/CA_DEPT_EDU,43742940000000,,37.277212040000002,-121.86621289,10/07/2014 12:00:00 AM +0000,ISD-GIS,Public School  :,Both,,,,,,,
POINT (-121.812687379479 37.267251635669),151,Oak Grove Elementary,Public School,4955 Edenview Drive,San Jose,95119,School Website 2014/CA_DEPT_EDU,43696256117014,,37.26724669,-121.81267431000001,09/08/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369625,43696256117014,Oak Grove Elementary,Elementary School District,Oak Grove Elem.,0627810
POINT (-121.580480861901 36.989706668171),259,Las Animas Elementary,Public School,6550 Cimino Street,Gilroy,95020,School Website 2014/CA_DEPT_EDU,43694846047328,,36.98970173,-121.58046786,09/29/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369484,43694846116461,Gilroy Unified,Unified School District,Gilroy Unified,0615180
POINT (-121.861456572334 37.387349637494),483,Berryessa Community,Public School,1171 N. Capitol Avenue,San Jose,95131,School Website 2014/CA_DEPT_EDU,43104394330155,,37.387344689999999,-121.86144349,10/09/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  County Office of Education (COE),Both,,4310439,43104396069371,Santa Clara County Office of Education,County Office of Education (COE),Santa Clara County Office of Education,
POINT (-121.946658155848 37.397906395945),156,Don Callejon,Public School,4176 Lick Mill Boulevard,Santa Clara,95054,School Website 2014/CA_DEPT_EDU,43696740110700,,37.397901449999999,-121.94664505999999,09/08/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369674,43696746048805,Santa Clara Unified,Unified School District,Santa Clara Unified,0635430
POINT (-122.157173018842 37.43719652011),348,Palo Alto High,Public School,50 Embarcadero Road,Palo Alto,94301,School Website 2014/CA_DEPT_EDU,43696414335782,,37.437191589999998,-122.15715987999999,10/06/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369641,43696416118707,Palo Alto Unified,Unified School District,Palo Alto Unified,0629610
POINT (-122.114327545544 37.430867742279),351,Palo Verde Elementary,Public School,3450 Louis Road,Palo Alto,94303,School Website 2014/CA_DEPT_EDU,43696416048359,,37.4308628,-122.11431442,10/06/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369641,43696416118707,Palo Alto Unified,Unified School District,Palo Alto Unified,0629610
POINT (-121.926336281876 37.324166321564),291,Luther Burbank Elementary,Public School,4 Wabash Avenue,San Jose,95128,School Website 2014/CA_DEPT_EDU,43695426047575,,37.32416138,-121.92632319000001,09/30/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369542,43695426047575,Luther Burbank,Elementary School District,Luther Burbank,0623130
POINT (-121.90207198408 37.244399833157),272,Orchard School District,Public School,921 Fox Lane,San Jose,95131-1602,School Website 2014/CA_DEPT_EDU,43696330000000,,37.244394900000003,-121.90205890999999,09/30/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Add in the current,,4369633,43696336048185,Orchard Elementary,Elementary School District,Orchard Elem.,0628680
