the_geom,OBJECTID,PLACENAME,PLACETYPE,ADDRESS,CITY,ZIP,SOURCE,UNIQUEID,SYMBOLOGYQUERY,LATITUDE,LONGITUDE,LASTUPDATE,EDITOR,NOTES,EditingNotes,ID_NCES,CD_CODE,CDS_CODE,DISTRICT_NAME,DISTRICT_TYPE,DISTRICT_NAME_SHORT,GEOID10
POINT (-121.975847713253 37.222648224677),283,Los Gatos High,Public School,20 High School Court,Los Gatos,95030,School Website 2014/CA_DEPT_EDU,43695344334371,,37.222643300000001,-121.97583462999999,09/30/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  High School District,Both,,4369534,43695344337762,Los Gatos-Saratoga Joint Union High,High School District,Los Gatos-Saratoga Jt. Union High,0622800
POINT (-121.967350640882 37.233795758848),270,Raymond J. Fisher Middle,Public School,19195 Fisher Avenue,Los Gatos,95032,School Website 2014/CA_DEPT_EDU,43695266047567,,37.233790829999997,-121.96733755,09/30/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369526,43695266047567,Los Gatos Union Elementary,Elementary School District,Los Gatos Union Elem.,0622830
POINT (-121.87300529592 37.380048088672),452,Vinci Park Elementary,Public School,1311 Vinci Park Way,San Jose,95131,School Website 2014/CA_DEPT_EDU,43693776093041,,37.380043139999998,-121.87299221000001,10/09/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369377,43693776111348,Berryessa Union Elementary,Elementary School District,Berryessa Union Elem.,0604800
POINT (-122.107115195734 37.416418585864),218,Greendell,Public School,4120 Middlefield Road,Palo Alto,94303,School Website 2014/CA_DEPT_EDU,43696416048300,,37.416413650000003,-122.10710207,09/15/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369641,43696416118707,Palo Alto Unified,Unified School District,Palo Alto Unified,0629610
POINT (-121.788196637939 37.306950296769),93,Cadwallader Elementary,Public School,3799 Cadwallader Avenue,San Jose,95121,School Website 2014/CA_DEPT_EDU,43694356047120,,37.306945349999999,-121.78818357,08/29/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369435,43694356117956,Evergreen Elementary,Elementary School District,Evergreen Elem.,0613140
POINT (-121.883520866687 37.436185689435),96,Milpitas Community Day,Public School,1331 East Calaveras Boulevard,Milpitas,95035,School Website 2014/CA_DEPT_EDU,43733870126276,,37.436180739999998,-121.88350776999999,08/29/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4373387,43733876067219,Milpitas Unified,Unified School District,Milpitas Unified,0624500
POINT (-121.801289101061 37.306985830345),245,John J. Montgomery Elementary,Public School,2010 Daniel Maloney Drive,San Jose,95121,School Website 2014/CA_DEPT_EDU,43694356095988,,37.306980879999998,-121.80127603,09/22/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369435,43694356117956,Evergreen Elementary,Elementary School District,Evergreen Elem.,0613140
POINT (-121.945981725787 37.247346430553),106,Carlton Elementary,Public School,2421 Carlton Avenue,San Jose,95124,School Website 2014/CA_DEPT_EDU,43697086049316,,37.247341499999997,-121.94596864,09/03/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369708,43697086049449,Union Elementary,Elementary School District,Union Elem.,0640320
POINT (-121.89744706412 37.239878124048),147,Dartmouth Middle,Public School,5575 Dartmouth Drive,San Jose,95118,School Website 2014/CA_DEPT_EDU,43697086049332,,37.239873189999997,-121.89743399,09/08/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369708,43697086049449,Union Elementary,Elementary School District,Union Elem.,0640320
POINT (-121.987720679554 37.358059853058),78,Briarwood Elementary,Public School,1930 Townsend Avenue,Santa Clara,95051,School Website 2014/CA_DEPT_EDU,43696746048821,,37.35805491,-121.98770758000001,08/27/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369674,43696746048805,Santa Clara Unified,Unified School District,Santa Clara Unified,0635430
POINT (-121.838777964213 37.239281037929),230,Herman (Leonard) Intermediate,Public School,5955 Blossom Avenue,San Jose,95123,School Website 2014/CA_DEPT_EDU,43696256068167,,37.239276099999998,-121.8387649,09/15/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369625,43696256117014,Oak Grove Elementary,Elementary School District,Oak Grove Elem.,0627810
POINT (-121.883520866687 37.436185689435),95,Milpitas Adult,Public School,1331 East Calaveras Boulevard,Milpitas,95035,School Website 2014/CA_DEPT_EDU,43733874330494,,37.436180739999998,-121.88350776999999,08/29/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4373387,43733876067219,Milpitas Unified,Unified School District,Milpitas Unified,0624500
POINT (-121.798844893184 37.346259329064),53,Ida Jew Academies,Public School,1966 Flint Avenue,San Jose,95122,School Website 2014/CA_DEPT_EDU,43696176048045,,37.346254379999998,-121.79883182,08/26/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369617,43696176067227,Mt. Pleasant Elementary,Elementary School District,Mt. Pleasant Elem.,0626400
POINT (-121.810576923094 37.314895599366),207,George V. LeyVa Intermediate,Public School,1865 Monrovia Drive,San Jose,95122,School Website 2014/CA_DEPT_EDU,43694356085690,,37.314890650000002,-121.81056384999999,09/11/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369435,43694356117956,Evergreen Elementary,Elementary School District,Evergreen Elem.,0613140
POINT (-121.820330924361 37.366747585889),129,San Jose Job Corps Center,Public School,3485 E Hills Dr,San Jose,95127,School Website/ Google,3852014PUBLIC,,37.366742629999997,-121.82031785,09/05/2014 12:00:00 AM +0000,ISD-GIS,Public School  :,Add,,,,,,,
POINT (-121.829208361583 37.336952062123),124,Renaissance Academy,Public School,1720 Hopkins Drive,San Jose,95122,School Website 2014/CA_DEPT_EDU,43693690107763,,37.336947109999997,-121.82919529,09/05/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369369,43693696089270,Alum Rock Union Elementary,Elementary School District,Alum Rock Union Elem.,0602310
POINT (-122.130338284429 37.380927497038),201,Gardner Bullis Elementary,Public School,25890 Fremont Road,Los Altos Hills,94022,School Website 2014/CA_DEPT_EDU,43695186047427,,37.380922560000002,-122.13032516,09/11/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369518,43695186047500,Los Altos Elementary,Elementary School District,Los Altos Elem.,0622650
POINT (-121.836846498303 37.36906413251),39,James McEntee Academy,Public School,2851 Gay Avenue,San Jose,95127,School Website 2014/CA_DEPT_EDU,43693690114918,,37.369059180000001,-121.83683342,08/25/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369369,43693696089270,Alum Rock Union Elementary,Elementary School District,Alum Rock Union Elem.,0602310
POINT (-121.824135576053 37.306918134624),468,Windmill Springs Elementary,Public School,2880 Aetna Way,San Jose,95121,School Website 2014/CA_DEPT_EDU,43694506105795,,37.306913190000003,-121.8241225,10/09/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369450,43694506115943,Franklin-McKinley Elementary,Elementary School District,Franklin-McKinley Elem.,0614370
POINT (-122.048799968037 37.381264055957),451,Vargas Elementary,Public School,1054 Carson Drive,Sunnyvale,94086,School Website 2014/CA_DEPT_EDU,43696906049159,,37.381259120000003,-122.04878685,10/09/2014 12:00:00 AM +0000,ISD_GIS,Public School  :  Elementary School District,Both,,4369690,43696906117196,Sunnyvale,Elementary School District,Sunnyvale,0638460
POINT (-121.829472467929 37.330617123183),45,Leadership Public Schools - San Jose,Public School,1881 Cunningham Avenue,San Jose,95122,School Website 2014/CA_DEPT_EDU,43104390102905,,37.330612170000002,-121.82945939,08/25/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  County Office of Education (COE),Both,,4310439,43104396069371,Santa Clara County Office of Education,County Office of Education (COE),Santa Clara County Office of Education,
POINT (-121.816179440163 37.358981557217),196,Fred Marten,Public School,14271 Story Road,San Jose,95127,School Website 2014/CA_DEPT_EDU,43104396102537,,37.358976599999998,-121.81616636,09/11/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  County Office of Education (COE),Both,,4310439,43104396069371,Santa Clara County Office of Education,County Office of Education (COE),Santa Clara County Office of Education,
POINT (-121.866225969206 37.277216983555),400,San Jose Regional Vocational C,Public School,760 Hillsdale Avenue,San Jose,95123,School Website 2014/CA_DEPT_EDU,43696664337184,,37.277212040000002,-121.86621289,10/07/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369666,43696666121073,San Jose Unified,Unified School District,San Jose Unified,0634590
POINT (-121.859194517781 37.368367181056),355,Pegasus High,Public School,1776 Educational Park Drive,San Jose,95133,School Website 2014/CA_DEPT_EDU,43694274330353,,37.368362230000002,-121.85918143000001,10/06/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  High School District,Both,,4369427,43694274337903,East Side Union High,High School District,East Side Union High,0611820
POINT (-121.661323742865 37.127091166082),346,P. A. Walsh Elementary,Public School,353 West Main Avenue,Morgan Hill,95037,School Website 2014/CA_DEPT_EDU,43695836047922,,37.127086220000002,-121.66131071,10/06/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369583,43695836118541,Morgan Hill Unified,Unified School District,Morgan Hill Unified,0625830
POINT (-122.045375929015 37.330951580587),200,Garden Gate Elementary,Public School,10500 Ann Arbor Avenue,Cupertino,95014,School Website 2014/CA_DEPT_EDU,43694196046841,,37.330946650000001,-122.04536281999999,09/11/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369419,43694196067185,Cupertino Union,Elementary School District,Cupertino Union,0610290
POINT (-121.967715086282 37.234752100897),269,Los Gatos Union Elementary,Public School,17010 Roberts Road,Los Gatos,95032,School Website 2014/CA_DEPT_EDU,43695266047534,,37.234747169999999,-121.967702,09/30/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369526,43695266047567,Los Gatos Union Elementary,Elementary School District,Los Gatos Union Elem.,0622830
POINT (-121.592187622105 37.020959421165),321,Rod Kelley Elementary,Public School,8755 Kern Avenue,Gilroy,95020,School Website 2014/CA_DEPT_EDU,43694846106991,,37.02095448,-121.59217461999999,10/03/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369484,43694846116461,Gilroy Unified,Unified School District,Gilroy Unified,0615180
POINT (-122.055996786147 37.366384540777),116,Cherry Chase Elementary,Public School,1138 Heatherstone Way,Sunnyvale,94087,School Website 2014/CA_DEPT_EDU,43696906049167,,37.366379600000002,-122.05598367,09/04/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369690,43696906117196,Sunnyvale,Elementary School District,Sunnyvale,0638460
POINT (-121.913555583151 37.430595193587),41,Anthony Spangler Elementary,Public School,140 North Abbott,Milpitas,95035,School Website 2014/CA_DEPT_EDU,43733876047591,,37.430590240000001,-121.91354248,08/25/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4373387,43733876067219,Milpitas Unified,Unified School District,Milpitas Unified,0624500
POINT (-121.937002050479 37.32793825602),128,Community Career Academy (Continuation),Public School,2105 Forest Avenue,San Jose,95128,School Website 2014/CA_DEPT_EDU,43696664330411,,37.327933309999999,-121.93698895999999,09/05/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369666,43696666121073,San Jose Unified,Unified School District,San Jose Unified,0634590
POINT (-121.866225969206 37.277216983555),403,Silicon Valley Adult Education Program,Public School,760 Hillsdale Avenue,San Jose,95123,School Website 2014/CA_DEPT_EDU,43696664334454,,37.277212040000002,-121.86621289,10/07/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369666,43696666121073,San Jose Unified,Unified School District,San Jose Unified,0634590
POINT (-122.150725107507 37.445963415446),15,Addison Elementary,Public School,650 Addison Avenue,Palo Alto,94301,School Website 2014/CA_DEPT_EDU,43696416048193,,37.445958480000002,-122.15071197,08/14/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369641,43696416118707,Palo Alto Unified,Unified School District,Palo Alto Unified,0629610
POINT (-121.986563945692 37.333972796985),440,Sutter Elementary,Public School,3200 Forbes Avenue,Santa Clara,95051,School Website 2014/CA_DEPT_EDU,43696746049027,,37.333967860000001,-121.98655085,10/08/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369674,43696746048805,Santa Clara Unified,Unified School District,Santa Clara Unified,0635430
POINT (-122.117863947447 37.422141099018),184,Fairmeadow Elementary,Public School,500 East Meadow Drive,Palo Alto,94306,School Website 2014/CA_DEPT_EDU,43696416048268,,37.422136160000001,-122.11785082,09/11/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369641,43696416118707,Palo Alto Unified,Unified School District,Palo Alto Unified,0629610
POINT (-121.769574778231 37.227939514091),284,Los Paseos Elementary,Public School,121 Avenida Grande,San Jose,95139,School Website 2014/CA_DEPT_EDU,43695836095392,,37.227934570000002,-121.76956172,09/30/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369583,43695836118541,Morgan Hill Unified,Unified School District,Morgan Hill Unified,0625830
POINT (-121.851633682854 37.324952978807),91,Cornerstone Academy Preparatory,Public School,1598 Lucretia Avenue,San Jose,95122,School Website 2014/CA_DEPT_EDU,43694500121483,,37.324948030000002,-121.8516206,08/29/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369450,43694506115943,Franklin-McKinley Elementary,Elementary School District,Franklin-McKinley Elem.,0614370
POINT (-122.116484498282 37.395757775247),49,Ardis G. Egan Junior High,Public School,100 West Portola Avenue,Los Altos,94022,School Website 2014/CA_DEPT_EDU,43695186047385,,37.39575284,-122.11647137,08/26/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369518,43695186047500,Los Altos Elementary,Elementary School District,Los Altos Elem.,0622650
POINT (-121.877611977997 37.329453003657),287,Lowell Elementary,Public School,625 South Seventh Street,San Jose,95112,School Website 2014/CA_DEPT_EDU,43696666048649,,37.329448059999997,-121.8775989,09/30/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369666,43696666121073,San Jose Unified,Unified School District,San Jose Unified,0634590
POINT (-122.039903368967 37.321241875921),461,William Faria Elementary,Public School,10155 Barbara Lane,Cupertino,95014,School Website 2014/CA_DEPT_EDU,43694196047112,,37.321236939999999,-122.03989026000001,10/09/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369419,43694196067185,Cupertino Union,Elementary School District,Cupertino Union,0610290
POINT (-121.585583925318 37.007284952171),171,El Roble Elementary,Public School,930 Third Street,Gilroy,95020,School Website 2014/CA_DEPT_EDU,43694846047294,,37.007280010000002,-121.58557091999999,09/10/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369484,43694846116461,Gilroy Unified,Unified School District,Gilroy Unified,0615180
POINT (-122.035196322786 37.353234778331),1,Adult and Community Education,Public School,591 West Fremont Ave.,Sunnyvale,94087,School Website 2014/CA_DEPT_EDU,43694684332433,,37.353229839999997,-122.03518321,08/11/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  High School District,Both,,4369468,43694684334462,Fremont Union High,High School District,Fremont Union High,0614430
POINT (-121.943863421049 37.260785238885),189,Farnham Charter,Public School,15711 Woodard Road,San Jose,95124,School Website 2014/CA_DEPT_EDU,43693856046452,,37.2607803,-121.94385034,09/11/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369385,43693856116743,Cambrian,Elementary School District,Cambrian,0607140
POINT (-121.901772121219 37.388761108112),343,Orchard Elementary,Public School,921 Fox Lane,San Jose,95131,School Website 2014/CA_DEPT_EDU,43696336048185,,37.38875616,-121.90175902999999,10/06/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369633,43696336048185,Orchard Elementary,Elementary School District,Orchard Elem.,0628680
POINT (-121.806108524222 37.304711914629),428,Silver Creek High,Public School,3434 Silver Creek Road,San Jose,95121,School Website 2014/CA_DEPT_EDU,43694274337903,,37.304706969999998,-121.80609545999999,10/08/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  High School District,Both,,4369427,43694274337903,East Side Union High,High School District,East Side Union High,0611820
POINT (-121.605202486282 37.137840164648),238,Jackson Academy of Music and Math (JAMM),Public School,2700 Fountain Oaks Drive,Morgan Hill,95037,School Website 2014/CA_DEPT_EDU,43695836098263,,37.137835219999999,-121.60518947,09/22/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369583,43695836118541,Morgan Hill Unified,Unified School District,Morgan Hill Unified,0625830
POINT (-122.068015219853 37.358232203579),33,Mountain View High,Public School,3535 Truman Avenue,Mountain View,94040,School Website 2014/CA_DEPT_EDU,43696094334728,,37.35822727,-122.06800210999999,08/18/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  High School District,Both,,4369609,43696094334736,Mountain View-Los Altos Union High,High School District,Mtn. View-Los Altos Union High,0626310
POINT (-121.938347630658 37.312936160473),114,Chandler Tripp,Public School,780 Thornton Way,San Jose,95128,School Website 2014/CA_DEPT_EDU,43104396049530,,37.312931220000003,-121.93833454,09/04/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  County Office of Education (COE),Both,,4310439,43104396069371,Santa Clara County Office of Education,County Office of Education (COE),Santa Clara County Office of Education,
POINT (-121.924538121024 37.272689993586),187,Fammatre Elementary,Public School,2800 New Jersey Avenue,San Jose,95124,School Website 2014/CA_DEPT_EDU,43693856046445,,37.272685060000001,-121.92452504000001,09/11/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369385,43693856116743,Cambrian,Elementary School District,Cambrian,0607140
POINT (-121.872289803346 37.351116194256),394,San Jose Community High,Public School,1155 East Julian Street,San Jose,95116,School Website 2014/CA_DEPT_EDU,43696664330734,,37.351111250000002,-121.87227672,10/07/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369666,43696666121073,San Jose Unified,Unified School District,San Jose Unified,0634590
POINT (-121.991481266636 37.341891559475),410,Santa Clara Community Day,Public School,3450 Brookdale Drive,Santa Clara,95051,School Website 2014/CA_DEPT_EDU,43696740125443,,37.341886619999997,-121.99146816,10/07/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369674,43696746048805,Santa Clara Unified,Unified School District,Santa Clara Unified,0635430
POINT (-121.88117741822 37.408674281421),335,Northwood Elementary,Public School,2760 East Trimble Road,San Jose,95132,School Website 2014/CA_DEPT_EDU,43693776046387,,37.408669330000002,-121.88116433,10/06/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369377,43693776111348,Berryessa Union Elementary,Elementary School District,Berryessa Union Elem.,0604800
POINT (-121.842101068313 37.350815048164),12,Renaissance at Mathson,Public School,2050 Kammerer Avenue,San Jose,95116,School Website 2014/CA_DEPT_EDU,43693690126284,,37.350810099999997,-121.84208799,08/14/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369369,43693696089270,Alum Rock Union Elementary,Elementary School District,Alum Rock Union Elem.,0602310
POINT (-121.93175497628 37.243946891705),478,Union School District,Public School,5175 Union Avenue,San Jose,95124,School Website 2014/CA_DEPT_EDU,43697080000000,,37.243941960000001,-121.93174190000001,10/09/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369708,43697086049449,Union Elementary,Elementary School District,Union Elem.,0640320
POINT (-121.881812430362 37.442123037707),460,William Burnett Elementary,Public School,400 Fanyon,Milpitas,95035,School Website 2014/CA_DEPT_EDU,43733876047690,,37.44211808,-121.88179933000001,10/09/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4373387,43733876067219,Milpitas Unified,Unified School District,Milpitas Unified,0624500
POINT (-121.90263265282 37.243246492124),271,Lietz Elementary,Public School,5300 Carter Avenue,San Jose,95118,School Website 2014/CA_DEPT_EDU,43697086049373,,37.243241560000001,-121.90261958000001,09/30/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369708,43697086049449,Union Elementary,Elementary School District,Union Elem.,0640320
POINT (-121.920458450879 37.242538524154),265,Leigh High,Public School,5210 Leigh Avenue,San Jose,95124,School Website 2014/CA_DEPT_EDU,43694014330239,,37.242533590000001,-121.92044537,09/29/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  High School District,Both,,4369401,43694014338505,Campbell Union High,High School District,Campbell Union High,0607230
POINT (-121.650190494962 37.135628175565),172,El Toro Elementary,Public School,455 East Main Avenue,Morgan Hill,95037,School Website 2014/CA_DEPT_EDU,43695836109375,,37.13562323,-121.65017747,09/10/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369583,43695836118541,Morgan Hill Unified,Unified School District,Morgan Hill Unified,0625830
POINT (-121.846310002869 37.326255240146),79,Bridges Academy,Public School,1702 Mclaughlin Avenue,San Jose,95122,School Website 2014/CA_DEPT_EDU,43694506047229,,37.326250289999997,-121.84629692999999,08/27/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369450,43694506115943,Franklin-McKinley Elementary,Elementary School District,Franklin-McKinley Elem.,0614370
POINT (-122.106611555368 37.371657802728),138,Los Altos Elementary,Public School,201 Covington Road,Los Altos,94024-4030,School Website 2014/CA_DEPT_EDU,43695180000000,,37.371652869999998,-122.10659843000001,09/08/2014 12:00:00 AM +0000,ISD_GIS,Public School  :  Elementary School District,Both,,4369518,43695186047500,Los Altos Elementary,Elementary School District,Los Altos Elem.,0622650
POINT (-121.90564844912 37.4074202336),354,Pearl Zanker Elementary,Public School,1585 Fallen Leaf Drive,Milpitas,95035,School Website 2014/CA_DEPT_EDU,43733876067219,,37.407415280000002,-121.90563535,10/06/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4373387,43733876067219,Milpitas Unified,Unified School District,Milpitas Unified,0624500
POINT (-121.966514537 37.310583511236),74,Boynton High,Public School,901 Boynton Avenue,San Jose,95117,School Website 2014/CA_DEPT_EDU,43694014330759,,37.310672019999998,-121.96601124,08/27/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  High School District,Both,,4369401,43694014338505,Campbell Union High,High School District,Campbell Union High,0607230
POINT (-122.075039725734 37.398560339094),20,Adult Education,Public School,333 Moffett Boulevard,Mountain View,94043,School Website 2014/CA_DEPT_EDU,43696094334561,,37.398555399999999,-122.07502660999999,08/18/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  High School District,Both,,4369609,43696094334736,Mountain View-Los Altos Union High,High School District,Mtn. View-Los Altos Union High,0626310
POINT (-121.876272870289 37.432961791351),22,Alexander Rose Elementary,Public School,250 Roswell Drive,Milpitas,95035,School Website 2014/CA_DEPT_EDU,43733876047583,,37.432956840000003,-121.87625978,08/18/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4373387,43733876067219,Milpitas Unified,Unified School District,Milpitas Unified,0624500
POINT (-121.819891189697 37.252783696768),339,Oak Grove High,Public School,285 Blossom Hill Road,San Jose,95123,School Website 2014/CA_DEPT_EDU,43694274335204,,37.252778749999997,-121.81987812,10/06/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  High School District,Both,,4369427,43694274337903,East Side Union High,High School District,East Side Union High,0611820
POINT (-121.830750622514 37.294452102384),35,Andrew P. Hill High,Public School,3200 Senter Road,San Jose,95111,School Website 2014/CA_DEPT_EDU,43694274332995,,37.294447159999997,-121.83073754999999,08/18/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  High School District,Both,,4369427,43694274337903,East Side Union High,High School District,East Side Union High,0611820
POINT (-121.838869487057 37.378245400174),178,Escuela Popular Accelerated Family Learning,Public School,467 North White Road,San Jose,95127,School Website 2014/CA_DEPT_EDU,43694274330726,,37.37824045,-121.8388564,09/10/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  High School District,Both,,4369427,43694274337903,East Side Union High,High School District,East Side Union High,0611820
POINT (-122.007378442011 37.30665063633),329,Nelson S. Dilworth Elementary,Public School,1101 Strayer Drive,San Jose,95129,School Website 2014/CA_DEPT_EDU,43694196047005,,37.306645699999997,-122.00736534000001,10/06/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369419,43694196067185,Cupertino Union,Elementary School District,Cupertino Union,0610290
POINT (-122.023942998551 37.36937301148),174,Ellis Elementary,Public School,550 East Olive Avenue,Sunnyvale,94086,School Website 2014/CA_DEPT_EDU,43696906049191,,37.36936807,-122.02392989000001,09/10/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369690,43696906117196,Sunnyvale,Elementary School District,Sunnyvale,0638460
POINT (-121.88255752132 37.247178123973),360,Pioneer High,Public School,1290 Blossom Hill Road,San Jose,95118,School Website 2014/CA_DEPT_EDU,43696664335949,,37.247173189999998,-121.88254445,10/06/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369666,43696666121073,San Jose Unified,Unified School District,San Jose Unified,0634590
POINT (-122.027587292834 37.329205354113),391,Sam H. Lawson Middle,Public School,10401 Vista Drive,Cupertino,95014,School Website 2014/CA_DEPT_EDU,43694190108126,,37.329200419999999,-122.02757419,10/07/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369419,43694196067185,Cupertino Union,Elementary School District,Cupertino Union,0610290
POINT (-121.84912284399 37.315006831115),13,"Shirakawa (George, Sr.) Elementary",Public School,665 Wool Creek Drive,San Jose,95112,School Website 2014/CA_DEPT_EDU,43694506115943,,37.315001879999997,-121.84910977,08/14/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369450,43694506115943,Franklin-McKinley Elementary,Elementary School District,Franklin-McKinley Elem.,0614370
POINT (-122.010487437448 37.292845412236),119,Christa McAuliffe Elementary,Public School,12211 Titus Avenue,Saratoga,95070,School Website 2014/CA_DEPT_EDU,43694196046932,,37.292840480000002,-122.01047434,09/05/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369419,43694196067185,Cupertino Union,Elementary School District,Cupertino Union,0610290
POINT (-122.066169561751 37.360652019156),32,Mountain View High School,Public School,1299 Bryant Avenue,Mountain View,94040-4527,School Website 2014/CA_DEPT_EDU,43696090000000,,37.36064708,-122.06615644999999,08/18/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  High School District,Both,,4369609,43696094334736,Mountain View-Los Altos Union High,High School District,Mtn. View-Los Altos Union High,0626310
POINT (-121.65853210606 37.136397269861),127,Community Adult,Public School,17940 Monterey Street,Morgan Hill,95037,School Website 2014/CA_DEPT_EDU,43695834330072,,37.136392319999999,-121.65851908,09/05/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369583,43695836118541,Morgan Hill Unified,Unified School District,Morgan Hill Unified,0625830
POINT (-121.830558954445 37.367384343763),240,James Lick High,Public School,57 North White Road,San Jose,95127,School Website 2014/CA_DEPT_EDU,43694274333639,,37.367379390000004,-121.83054586999999,09/22/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  High School District,Both,,4369427,43694274337903,East Side Union High,High School District,East Side Union High,0611820
